longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,price_to_income_ratio
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.3975301911669131,0.5130436881694619,0.06934020713321748,0.6132559603147358,-0.31591677092241194,241800.0,0.0,0.0,1.0,0.0,0.5386612276897503
-1.3428091431408828,1.038502685950199,1.8561815225324745,-0.06635752490057306,-0.14983690007301712,-0.28917936524401067,-0.0824953958444742,-0.41882365648699876,213500.0,0.0,0.0,1.0,0.0,0.3994945966611715
-1.3428091431408828,1.0338208202547048,1.8561815225324745,-0.8891623177277842,-0.8246398010536703,-0.9541183750963574,-0.8514837368625485,-0.6301117581014498,191300.0,0.0,0.0,1.0,0.0,0.4650351036508977
-1.3428091431408828,1.038502685950199,1.8561815225324745,0.003317309923792452,0.21260140716747503,-0.1885113079755279,0.3150768076750744,-1.028527214284753,159200.0,0.0,0.0,1.0,0.0,0.8207115444952602
-1.3428091431408828,1.038502685950199,1.6972653653772076,-0.6948061995335015,-0.6052692466712671,-0.6432836719515685,-0.6160791426733421,-0.9188826911998249,140000.0,0.0,0.0,1.0,0.0,0.28981984211779505
-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.30701073728736183,-0.45266364362263883,-0.5585105710938988,-0.4408335003324884,-0.5767370358699966,152500.0,0.0,0.0,1.0,0.0,-0.04791320583901139
-1.3478004503108902,1.038502685950199,1.8561815225324745,-0.645300395842505,-0.581424621194919,-0.6865532755143374,-0.5140704851913526,-0.9214093052699528,155500.0,0.0,0.0,1.0,0.0,0.520379376132946
-1.3428091431408828,1.0338208202547048,1.6972653653772076,-0.1818710668462317,-0.19514168847807864,-0.3845491037088891,-0.21066011934748657,-0.9893646961977695,158700.0,0.0,0.0,1.0,0.0,0.7170266327688183
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.519243951258949,-0.5695023084567449,-0.649465043889107,-0.5873074700502169,-0.6671161266701989,162900.0,0.0,0.0,1.0,0.0,0.18758171868094117
-1.3478004503108902,1.038502685950199,0.9026845796008742,-0.863951028811073,-0.841331038887114,-0.8976029745245777,-0.8724085896793669,-1.3227198400752775,147500.0,0.0,0.0,1.0,0.0,1.6110709659574929
-1.3478004503108902,1.038502685950199,1.0616007367561409,-0.4569033095739903,-0.4049743926699425,-0.43841534487886674,-0.34928726925890813,-1.1354872099201703,159800.0,0.0,0.0,1.0,0.0,1.1359624578095788
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.09156881381728427,0.009922090618515598,-0.3624727753605376,-0.05633932982345126,-1.1294338637104884,113900.0,0.0,0.0,1.0,0.0,0.29435181427905033
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.4344423430845567,-0.476508269098987,-0.5055273830578553,-0.4565271399451022,-0.8896160782208427,99700.0,0.0,0.0,1.0,0.0,-0.33329585616728424
-1.3478004503108902,1.0338208202547048,1.8561815225324745,-0.18874687291442566,-0.23806201433550533,-0.37042025356594416,-0.2028132995411797,-0.6688531738434118,132600.0,0.0,0.0,1.0,0.0,-0.17014898357429975
-1.352791757480905,1.038502685950199,0.9821426581785077,-0.9629626361930661,-0.9867832542928378,-0.9788438628465111,-0.9953420999781746,-0.7721285239598924,107500.0,0.0,0.0,1.0,0.0,-0.3642183816665375
-1.352791757480905,1.038502685950199,1.6178072867995743,-0.6902223288213722,-0.698263286029025,-0.7227584540056339,-0.6814693077258994,-0.742703997601527,93800.0,0.0,0.0,1.0,0.0,-0.5677757764436329
-1.352791757480905,1.038502685950199,1.8561815225324745,-0.33818105812984117,-0.2762134150976624,-0.28564715270827445,-0.268203464593737,-1.085744495414526,105500.0,0.0,0.0,1.0,0.0,0.05707214109053737
-1.352791757480905,1.0338208202547048,1.6972653653772076,-0.25383783702666185,-0.10691657421559042,-0.2600386118241867,-0.06941736283396273,-1.1729126808339403,108900.0,0.0,0.0,1.0,0.0,0.30289516370703135
-1.352791757480905,1.0338208202547048,1.8561815225324745,-0.8740355443777575,-0.8985581400303496,-0.9099657183996545,-0.901180262302492,-1.1491730361333632,132000.0,0.0,0.0,1.0,0.0,0.6712081350061017
-1.352791757480905,1.0338208202547048,1.6178072867995743,-0.3299300908480084,-0.21421738885915717,-0.4966968517185147,-0.31789999003368064,-1.0228949704200927,122300.0,0.0,0.0,1.0,0.0,0.2147468692928207
-1.352791757480905,1.0338208202547048,1.8561815225324745,-0.22129235497054375,-0.13314566223957341,-0.2273656458686265,-0.1531167741012361,-1.0049454829635587,115200.0,0.0,0.0,1.0,0.0,0.0687795082782396
-1.3478004503108902,1.0338208202547048,1.538349208221941,-0.3271797684207308,-0.3048269656692802,-0.352759190887263,-0.43037107392407925,-1.0915872904516968,110400.0,0.0,0.0,1.0,0.0,0.15249363720772124
-1.3478004503108902,1.0291389545592071,1.6178072867995743,-0.4495691164345834,-0.4073588552175773,-0.5929496433173271,-0.44606471353669297,-1.313666139657319,104900.0,0.0,0.0,1.0,0.0,0.6115170474095997
-1.3478004503108902,1.0291389545592071,1.7767234439548412,0.013401825490476934,0.08860935469046455,-0.14789086381456115,0.09536585309848176,-0.6002661293980631,109700.0,0.0,0.0,1.0,0.0,-0.5046017816600926
-1.3478004503108902,1.0291389545592071,1.6178072867995743,-0.6512594277682731,-0.6076537092189019,-0.7554314199611941,-0.6160791426733421,-1.2551855514924823,97200.0,0.0,0.0,1.0,0.0,0.27510018592368385
-1.3478004503108902,1.0291389545592071,1.538349208221941,-0.3840197652511343,-0.24998432707367943,-0.3871982631106913,-0.3283624164420898,-1.459893928965975,104500.0,0.0,0.0,1.0,0.0,1.1972517954863982
-1.352791757480905,1.0291389545592071,1.8561815225324745,-0.5155768546892455,-0.3501317540743417,-0.4631408326290204,-0.2525098249811233,-1.2950849986832529,103900.0,0.0,0.0,1.0,0.0,0.5305827268166137
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.5343707246089756,-0.49319950693243075,-0.650348097023041,-0.49837684557873885,-0.205640594319952,191400.0,0.0,0.0,1.0,0.0,-0.046520998803301974
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.093402362102136,0.4248185739069737,-0.042807540876408076,0.5138629094348487,-0.6742222287424339,176000.0,0.0,0.0,1.0,0.0,0.3540001608325248
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.44498524572245407,-0.28098234019293206,-0.42340344160198773,-0.2734346777979416,-0.9332001709305501,155400.0,0.0,0.0,1.0,0.0,0.5431104697018106
-1.3428091431408828,1.0291389545592071,1.7767234439548412,-0.7791494206366808,-0.5385042953374922,-0.8022332360596992,-0.6553132417048765,-1.3609348778859633,150000.0,0.0,0.0,1.0,0.0,1.8608533367333688
-1.3428091431408828,1.0338208202547048,1.6178072867995743,-0.8813697375171644,-0.7984107130296872,-0.8508011584260725,-0.8122496378310141,-1.4978984156041497,118800.0,0.0,0.0,1.0,0.0,1.835790452252683
-1.3428091431408828,1.0338208202547048,1.8561815225324745,-0.7727320016396998,-0.7984107130296872,-0.8463858927564022,-0.7887091784120934,0.04928423779733404,188800.0,0.0,0.0,1.0,0.0,-0.27445843900442685
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.5467471755317248,-0.5385042953374922,-0.6759566379071288,-0.5428421578144779,-0.45172227719179,184400.0,0.0,0.0,1.0,0.0,0.1454614630246892
-1.3428091431408828,1.0291389545592071,1.8561815225324745,-0.4491107293633705,-0.27859787764529725,-0.6247395561389533,-0.3074375636252714,-0.6284273487213644,182300.0,0.0,0.0,1.0,0.0,0.3584751901001945
-1.3428091431408828,1.0291389545592071,1.6972653653772076,-0.6925142641774369,-0.5122752073135093,-0.7148109758002273,-0.5114548785892503,-0.9709941063962142,142500.0,0.0,0.0,1.0,0.0,0.4274574669956741
-1.3478004503108902,1.024457088863713,1.1410588153337744,-0.7466039385805627,-0.5361198327898574,-0.7660280575684029,-0.6448508152964673,-1.1242753599839772,137500.0,0.0,0.0,1.0,0.0,0.7032783104934774
-1.3428091431408828,1.024457088863713,0.9026845796008742,-0.9221661868551153,-0.815101950863131,-0.8852402306495009,-0.8881022292919806,-1.5370609336911332,187500.0,0.0,0.0,1.0,0.0,4.3498090077136355
-1.3478004503108902,1.024457088863713,0.9026845796008742,-0.7745655499245515,-0.385898692288864,-0.6406345125497663,-0.38590576168834023,-1.1031149671466556,112500.0,0.0,0.0,1.0,0.0,0.21248833548804918
-1.3478004503108902,1.024457088863713,-0.6070189133741593,-0.7974849034851981,-0.19991061357334827,-0.6097276528620743,-0.160963593907543,-1.552220618111901,171900.0,0.0,0.0,1.0,0.0,4.017222595856522
-1.3478004503108902,1.024457088863713,1.1410588153337744,-0.3519326702662291,-0.19275722593044384,-0.32185233119957085,-0.2420473985727141,-1.2455001975569917,93800.0,0.0,0.0,1.0,0.0,0.1805308957931508
-1.3478004503108902,1.024457088863713,0.9821426581785077,0.2682650370848666,0.7538744054805784,0.47112938307321456,0.5766374678853038,-1.4527351891006124,97500.0,0.0,0.0,1.0,0.0,0.9664427240930215
-1.3478004503108902,1.024457088863713,1.8561815225324745,-0.4610287932149067,-0.19275722593044384,-0.23266396467223086,-0.26035664478743015,-1.3807793258950931,104200.0,0.0,0.0,1.0,0.0,0.8351645539097005
-1.352791757480905,1.024457088863713,1.8561815225324745,-0.671886845972855,-0.7197234489577383,-0.6397514594158323,-0.6971629473385131,-1.1900726013935596,87500.0,0.0,0.0,1.0,0.0,-0.06646904765674129
-1.352791757480905,1.024457088863713,1.8561815225324745,-0.7750239369957644,-0.7006477485766598,-0.7501331011575897,-0.7311658331658429,-1.2945586207519766,83100.0,0.0,0.0,1.0,0.0,0.07345631193288303
-1.352791757480905,1.024457088863713,1.8561815225324745,-0.6407165251303757,-0.593346933933093,-0.709512656996623,-0.6291571756838535,-1.2448685440394598,87500.0,0.0,0.0,1.0,0.0,0.04967720645493019
-1.352791757480905,1.024457088863713,1.8561815225324745,-0.52566137025593,-0.48127719419425663,-0.6159090247996127,-0.668391274715388,-1.6072797497234395,85300.0,0.0,0.0,1.0,0.0,1.479691586074587
-1.352791757480905,1.024457088863713,1.8561815225324745,-0.5724168515196489,-0.46697041890844776,-0.3103726404584281,-0.5114548785892503,-1.3967812150059034,80300.0,0.0,0.0,1.0,0.0,0.2927296918852495
-1.3577830646509195,1.024457088863713,-2.1167224063491927,-1.1357745620403412,-1.1775402581036232,-1.1757647117138064,-1.1575097093085167,-0.6885923462662866,60000.0,0.0,0.0,1.0,0.0,-1.0227297809889246
-1.3577830646509195,1.0291389545592071,1.8561815225324745,-0.6943478124622886,-0.7769505501009739,-0.7695602701041391,-0.8174808510352186,-0.25148811213414896,75700.0,0.0,0.0,1.0,0.0,-1.0568306142472421
-1.3577830646509195,1.024457088863713,1.6178072867995743,-1.1463174646782386,-1.2109227337705106,-1.1828291367852788,-1.2464403337799947,1.1831023017672573,75000.0,0.0,0.0,1.0,0.0,-1.367538340201931
-1.3577830646509195,1.019775223168219,1.6972653653772076,-0.8598255451701566,-0.8270242636013051,-0.9258606748104676,-0.9874952801718677,-1.5631166412893278,86100.0,0.0,0.0,1.0,0.0,1.2067540953981943
-1.3627743718209269,1.019775223168219,1.8561815225324745,-0.6471339441273567,-0.7149545238624687,-0.798701023523963,-0.8907178358940829,-1.4105196790122245,76100.0,0.0,0.0,1.0,0.0,0.22842411006502736
-1.3627743718209269,1.019775223168219,1.538349208221941,-0.8286552243276774,-0.8460999639823836,-0.9126148778014567,-0.9587236075487425,-0.6721167170173272,73500.0,0.0,0.0,1.0,0.0,-0.8706003224575385
-1.3627743718209269,1.019775223168219,1.8561815225324745,-0.745228777366924,-0.7817194751962435,-0.7254076134074361,-0.8174808510352186,-1.4233106627422472,78400.0,0.0,0.0,1.0,0.0,0.33048501501097205
-1.3627743718209269,1.019775223168219,1.538349208221941,-0.5412465306771697,-0.43597240578919516,-0.5629258367635691,-0.4382178937303861,-1.6133857337262487,84400.0,0.0,0.0,1.0,0.0,1.4916161553174907
-1.3577830646509195,1.0150933574727214,1.8561815225324745,-0.737436197156304,-0.698263286029025,-0.8243095644080507,-0.9221051151193104,-0.6639052212894113,81300.0,0.0,0.0,1.0,0.0,-0.783449251322767
-1.3627743718209269,1.019775223168219,1.8561815225324745,-0.9460023145581877,-1.0201657299597253,-1.0168151476056757,-1.0921195442559595,-1.0627944176108635,85000.0,0.0,0.0,1.0,0.0,-0.327581704081718
-1.3577830646509195,1.019775223168219,1.3794330510666744,0.07574246717543555,0.2555217330249017,0.35103415685818246,0.29153634825615377,-1.521480146925344,129200.0,0.0,0.0,1.0,0.0,2.3274402706885495
-1.3577830646509195,1.019775223168219,-0.20972852048599255,-0.8561584486004532,-0.9176338404114281,-0.9126148778014567,-0.9744172471613562,-1.1047467387336132,82500.0,0.0,0.0,1.0,0.0,-0.3073701858705583
-1.3577830646509195,1.019775223168219,1.3794330510666744,-0.7796078077078937,-0.5718867710043797,-0.7448347823539854,-0.5820762568460123,-1.6539168344345514,95200.0,0.0,0.0,1.0,0.0,2.291950012887198
-1.3577830646509195,1.019775223168219,1.6178072867995743,-0.8213210311882705,-0.7936417879344176,-0.7642619513005346,-0.9090270821087989,-1.116274415428572,75000.0,0.0,0.0,1.0,0.0,-0.42182023828668813
-1.3577830646509195,1.019775223168219,1.3794330510666744,-1.202699074437429,-1.270534297461381,-1.2428767498927948,-1.2882900394136314,-1.7742994673175232,67500.0,0.0,0.0,1.0,0.0,2.426873352445023
-1.3577830646509195,1.019775223168219,-0.6864769919517926,-0.8254465148291869,-0.8961736774827148,-1.0026862974627309,-0.9587236075487425,-0.730439391802781,137500.0,0.0,0.0,1.0,0.0,-0.03488264139684982
-1.352791757480905,1.019775223168219,-0.9248512276846926,-0.6411749122015886,-0.17845045064463494,-0.5858852182458547,-0.1583479873054407,-1.5510099488699645,177500.0,0.0,0.0,1.0,0.0,4.19017231276302
-1.352791757480905,1.019775223168219,0.5848522652903408,0.12754020622249676,0.05999580411884675,-0.16731803276111046,0.024744474841719835,-0.7497048240875066,102100.0,0.0,0.0,1.0,0.0,-0.45650867066689954
-1.352791757480905,1.019775223168219,-0.765935070529426,-0.6549265243379765,-0.7006477485766598,-0.6220903967371512,-0.7651687189931727,-1.4525772757212294,108300.0,0.0,0.0,1.0,0.0,1.2661292548532095
-1.3577830646509195,1.019775223168219,-0.44810275621889256,-0.4083142800254196,-0.3882831548364988,-0.3280337031371093,-0.4565271399451022,-1.6149648675200787,112500.0,0.0,0.0,1.0,0.0,2.5858108461353644
-1.352791757480905,1.0150933574727214,0.7437684224456076,-0.8946629625823395,-0.8604067392681926,-0.9550014282302915,-0.901180262302492,-0.9786792241928534,131300.0,0.0,0.0,1.0,0.0,0.27113850815339935
-1.352791757480905,1.019775223168219,-0.9248512276846926,-0.784650065491236,-0.5909624713854582,-0.7209923477377658,-0.5506889776207847,-1.2478688982477368,162500.0,0.0,0.0,1.0,0.0,1.601852131476668
-1.3478004503108902,1.019775223168219,1.8561815225324745,-1.1119384343372687,-1.1465422449843705,-1.0971729827936751,-1.160125315910619,-1.4233106627422472,112500.0,0.0,0.0,1.0,0.0,1.2338265511151598
-1.352791757480905,1.019775223168219,1.8561815225324745,-1.0523481150795877,-1.048779280531343,-1.0821610795167962,-1.0790415112454481,-1.2369202372771824,112500.0,0.0,0.0,1.0,0.0,0.539915272986531
-1.352791757480905,1.019775223168219,1.8561815225324745,-1.031262309803793,-0.8890202898398103,-0.9532353219624234,-0.901180262302492,-1.612385615656823,137500.0,0.0,0.0,1.0,0.0,3.516395419887179
-1.352791757480905,1.019775223168219,0.5053941867127075,-0.7736487757821257,-0.841331038887114,-0.8463858927564022,-0.86456176987306,-1.0853233930695045,118800.0,0.0,0.0,1.0,0.0,0.28353181989370596
-1.352791757480905,1.019775223168219,1.8561815225324745,-0.8538665132443886,-0.9390940033401415,-0.9258606748104676,-1.0058045263865838,-0.7697598232691474,98200.0,0.0,0.0,1.0,0.0,-0.48615290308305165
-1.3478004503108902,1.019775223168219,0.9026845796008742,-0.8048190966246049,-0.2046795386686179,-0.7448347823539854,-0.312668776829476,-1.5231645563054295,118800.0,0.0,0.0,1.0,0.0,2.0117837169400374
-1.3478004503108902,1.019775223168219,-1.481057777728126,-0.8071110319806696,-0.45027918107500403,-0.7766246951756115,-0.4434491069345907,-1.6373885673924644,162500.0,0.0,0.0,1.0,0.0,4.861998001808352
-1.3478004503108902,1.0150933574727214,-1.481057777728126,-1.1600690768146265,-1.179924720651258,-1.1483900645618506,-1.204590628146358,-1.5256911703755573,137500.0,0.0,0.0,1.0,0.0,2.62482644316393
-1.3478004503108902,1.0150933574727214,1.8561815225324745,-1.0940613385599645,-1.0940840689364046,-0.9090826652657205,-1.0842727244496526,-1.3829374754133272,500001.0,0.0,0.0,1.0,0.0,10.682039604974529
-1.3478004503108902,1.0150933574727214,-1.004309306262326,-0.7525629705063308,-0.3453628289790721,-0.5523291991563604,-0.3597496956673173,-0.9353056826556567,162500.0,0.0,0.0,1.0,0.0,0.6522888716527836
-1.352791757480905,1.0150933574727214,1.8561815225324745,-1.109646498981204,-1.0726239060076912,-0.46049167322721823,-1.0764259046433458,-1.5811714043321172,137500.0,0.0,0.0,1.0,0.0,3.1563537589377124
-1.352791757480905,1.0150933574727214,1.8561815225324745,-1.1641945604555428,-1.206153808675241,-1.0901085577222027,-1.2176686611568697,-1.642652346705231,162500.0,0.0,0.0,1.0,0.0,4.950110052357857
-1.3478004503108902,1.010411491777227,-0.1302704419083592,-0.724601359162342,-0.45266364362263883,-0.6247395561389533,-0.5166860917934549,-0.6502193950762181,187500.0,0.0,0.0,1.0,0.0,0.4525248420520016
-1.3478004503108902,1.0150933574727214,0.8232265010232409,-0.42206589216180757,0.20544801952457056,-0.08696019757311105,-0.08511100244657649,-1.0648472915428426,179200.0,0.0,0.0,1.0,0.0,1.2511228774465368
-1.3428091431408828,1.0150933574727214,0.5848522652903408,1.2345449832017252,4.626241582839521,1.8045396153136444,4.76945485105528,-0.9796267044691515,130000.0,0.0,0.0,1.0,0.0,0.2529520455165713
-1.3428091431408828,1.024457088863713,0.18756187240217417,0.8985472600026467,1.8936475032500208,0.5497211119933458,1.7798165048523586,-0.5454175489590355,183800.0,0.0,0.0,1.0,0.0,0.25772400429008013
-1.3428091431408828,1.019775223168219,0.028645715246907483,-1.0546400504356523,-1.024934655054995,-1.080394973248928,-1.068579084837039,-0.9814163894354919,125000.0,0.0,0.0,1.0,0.0,0.1793117482755106
-1.3428091431408828,1.024457088863713,-0.5275608347965259,0.4795814769140278,1.748195287844297,0.5285278367789285,1.9629089669995192,-1.3960442859021165,170000.0,0.0,0.0,1.0,0.0,2.565608451684855
-1.3428091431408828,1.024457088863713,0.6643103438679743,0.4571205104245942,1.3070697165318559,0.36427995386719336,1.2566951844319,-0.6633788433581347,193100.0,0.0,0.0,1.0,0.0,0.5398878685865598
-1.3378178359708683,1.019775223168219,0.028645715246907483,0.9260504842754226,2.0915578947037106,0.7757827142804651,1.9629089669995192,-0.7261230927663124,257800.0,0.0,0.0,1.0,0.0,1.4519819829504907
-1.3378178359708683,1.019775223168219,-0.05081236333072586,1.4531956161702932,2.542221316206691,1.0044934759693864,2.608963797718786,-0.34370952569381974,273400.0,0.0,0.0,1.0,0.0,0.8796851324022658
-1.3378178359708683,1.019775223168219,0.8232265010232409,-0.8167371604761412,-0.7030322111242946,-0.9152640372032589,-0.7102409803490246,-0.3925047599231659,237500.0,0.0,0.0,1.0,0.0,0.6025259212444363
-1.3378178359708683,1.019775223168219,1.8561815225324745,-0.2203755808281179,0.3914360982400863,-0.46843915143262477,0.2967675614603584,-0.6796439214345834,350000.0,0.0,0.0,1.0,0.0,2.447216489123219
-1.3428091431408828,1.019775223168219,0.4259361081350742,1.4829907757991339,3.283789168521119,1.115758170845078,3.3727209255326556,-0.5422066435782479,335700.0,0.0,0.0,1.0,0.0,1.9061600846734865
-1.3328265288008536,1.024457088863713,1.8561815225324745,-0.5164936288316714,-0.7435680744340865,-0.6635938940320519,-0.668391274715388,0.5579232327899696,313400.0,0.0,0.0,1.0,0.0,0.2181122422361867
-1.3328265288008536,1.019775223168219,1.8561815225324745,-0.279507513014586,-0.13076119969193858,-0.6326870343443598,-0.11388267506970172,-0.31475873947360344,268500.0,0.0,0.0,1.0,0.0,0.7892768205973807
-1.3378178359708683,1.019775223168219,1.8561815225324745,-0.4023552480996515,-0.18321937573990457,-0.6529972564248432,-0.2028132995411797,-0.36929149315386534,259400.0,0.0,0.0,1.0,0.0,0.7834212316422132
-1.3328265288008536,1.024457088863713,1.8561815225324745,0.38744567560022863,0.5106592256218271,0.01635701909717391,0.5714062546810992,0.015438136816244738,275700.0,0.0,0.0,1.0,0.0,0.43848109529830454
-1.3378178359708683,1.024457088863713,-0.05081236333072586,0.3214379373455666,0.7586433305758481,0.08346905727616244,0.7911172092576918,0.018754317783287674,225000.0,0.0,0.0,1.0,0.0,0.033814404479364804
-1.3378178359708683,1.024457088863713,1.8561815225324745,-0.5554565298847705,-0.5909624713854582,-0.7730924826398753,-0.6448508152964673,0.6427227175186394,262500.0,0.0,0.0,1.0,0.0,-0.15301134342445014
-1.3378178359708683,1.024457088863713,0.2670199509798075,0.5377966349580701,1.3380677296511085,0.33602225358130344,1.3665506617201963,-0.6462715605916431,218500.0,0.0,0.0,1.0,0.0,0.8088095680118594
-1.3378178359708683,1.024457088863713,-0.20972852048599255,0.6065546956400096,1.5717450593193205,0.2856882249470621,1.8765939491301435,-0.4460373955340022,255000.0,0.0,0.0,1.0,0.0,0.8604423663031848
-1.3378178359708683,1.0291389545592071,1.8561815225324745,-0.11907203809006013,0.052842416475942296,-0.42958481353952616,0.05090054086274277,-0.38018751633129205,224100.0,0.0,0.0,1.0,0.0,0.4535236499282031
-1.3378178359708683,1.0291389545592071,0.5053941867127075,-0.4688213734255265,-0.2595221772642187,-0.6627108408981178,-0.2028132995411797,-0.20974634218390995,243100.0,0.0,0.0,1.0,0.0,0.4174934025940357
-1.3378178359708683,1.0291389545592071,1.8561815225324745,-0.6219226552106455,-0.5957313964807278,-0.7872213327828202,-0.5454577644165801,-0.3830825949533137,231600.0,0.0,0.0,1.0,0.0,0.5311278000322316
-1.3378178359708683,1.0291389545592071,-0.05081236333072586,1.0938201523393554,2.892737310709009,1.000078210299716,3.037923280463562,-0.7618115165068698,218500.0,0.0,0.0,1.0,0.0,1.0402487736538897
-1.3378178359708683,1.0291389545592071,1.8561815225324745,0.7124421090901968,1.3547589674845522,0.31836119090262227,1.4057847607517309,-0.4110859008972319,234100.0,0.0,0.0,1.0,0.0,0.5953516008672347
-1.3278352216308462,1.0338208202547048,1.6972653653772076,-0.05535623519146272,-0.3286715911456284,-0.4022101663875703,-0.33097802304419205,1.0469283309459858,327600.0,0.0,0.0,1.0,0.0,-0.01844962298621356
-1.3278352216308462,1.0338208202547048,1.4588911296443077,0.24717923180907175,-0.19752615102571347,-0.28917936524401067,-0.03803008360873521,0.7454190519107157,347600.0,0.0,0.0,1.0,0.0,0.28568770318072967
-1.3328265288008536,1.0291389545592071,0.9821426581785077,-0.027394623847473928,-0.31198035331218466,-0.5576275179599648,-0.3231312032378852,1.0976711635210559,366100.0,0.0,0.0,1.0,0.0,0.15336776770856964
-1.3328265288008536,1.038502685950199,0.6643103438679743,-1.0550984375068653,-1.1513111700796401,-1.1722324991780702,-1.1836657753295396,0.5756621690739928,335000.0,0.0,0.0,1.0,0.0,0.33925457047926155
-1.3278352216308462,1.038502685950199,1.8561815225324745,0.07528408010422262,-0.3000580405740106,-0.32185233119957085,-0.2525098249811233,1.3015899740976333,373600.0,0.0,0.0,1.0,0.0,0.07388833955017052
-1.3328265288008536,1.0338208202547048,1.8561815225324745,0.40944825501844934,0.08860935469046455,-0.21941816766321998,0.14506237853842532,0.6877806684359212,389500.0,0.0,0.0,1.0,0.0,0.5787975051845327
-1.3328265288008536,1.038502685950199,1.8561815225324745,-0.01089268928380841,-0.40974331776521217,-0.4631408326290204,-0.3466716626568058,1.7711190887964132,391100.0,0.0,0.0,1.0,0.0,-0.07576889151576524
-1.3228439144608317,1.038502685950199,-0.05081236333072586,1.215292726210782,1.2188446022693677,0.5347092087164669,1.193920625981445,0.8350085758140027,337300.0,0.0,0.0,1.0,0.0,0.16397167363641468
-1.3228439144608317,1.0338208202547048,1.6972653653772076,0.13716633471796832,-0.15222136262065195,-0.34834392521759266,-0.05372372322134897,1.9103986894122171,295200.0,0.0,0.0,1.0,0.0,-0.5299064192579033
-1.3178526072908172,1.0338208202547048,1.2205168939114077,0.36131761254109157,0.14345199328606534,-0.05958555042115521,0.25491785582672166,1.1310435243639958,292300.0,0.0,0.0,1.0,0.0,-0.24557265202527045
-1.3178526072908172,1.0291389545592071,0.9026845796008742,1.0796101531317546,0.32705560945394624,0.16824215813383214,0.4040074321465524,1.9390336488736675,411500.0,0.0,0.0,1.0,0.0,-0.06285329902588167
-1.3128613001208096,1.0338208202547048,0.10810379382454083,-0.19470590484019376,-0.4550481061702737,-0.5134748612632618,-0.40944622110726087,1.1558885627202542,311500.0,0.0,0.0,1.0,0.0,-0.15943296870735144
